0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool,Type of operation,Residential unit,Intergenerational
12224336,"14,999 sqft", ,Residential and commercial,Detached,Unknown age, ,"Residential (6), Commercial (1)","4 x 1 ½,  1 x 3 ½,  1 x 4 ½", ,"$27,600", ,"2,530 sqft", ,"2,530 sqft", , , , , 
12226059,"14,454 sqft",Residential, , , , , , , , , , , , , , , , , 
12226449,"743,394 sqft","Agricultural, Commercial, Industrial", , , , , , , , , , , , , , , , , 
12227404,"126,271 sqft", ,Commercial only, ,1970, ,Commercial (1), , , , , , ,"5,624 sqft",Restaurant, , , , 
12229994,"6,186 sqft", ,Residential only,Detached,1962, ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$43,920", , ,Driveway (6), , , , , , 
12231402,"1,706 sqft", ,Residential only,Attached,1956, ,Residential (4),"1 x 2 ½,  2 x 3 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$40,044", , , , , , , , , 
12232965,"3,165,592 sqft", , , ,2008,Wood fireplace, , , , , , ,"Driveway (8), Garage (1)", , , , , , 
12233088,"2,886 sqft",Agricultural, , , , , , , , , , , , , , , , , 
12233387,"3,687 sqft", ,Residential only,Detached,2016, ,Residential (3),"2 x 5 ½,  1 x 6 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$15,900", , , , , , , , , 
12237296, , , , , , , , , , , , , , ,Convenience store, , , , 
12238671,"5,353 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$12,120", , , , , , , , , 
12239619,"2,633 sqft", ,Residential only,Semi-detached,1954, ,Residential (4),"2 x 3 ½,  2 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$39,600", , , , , , , , , 
12242157, , ,Commercial and office space, ,1955, ,Office (1), , , , , , ,"6,332 sqft",office / bank, , , , 
12244767,"116,813 sqft", , , ,2004,Wood stove, , , , ,Basement 6 feet or +, ,"Driveway (6), Garage (1)", , , , , , 
12246026,"30,000 sqft", ,Commercial and residential, ,1959, ,"Commercial (3), Warehouse (2)", , , , , , ,From 1 sqft to 5 sqft, , , , , 
12247923,"39,305 sqft","Agricultural, Residential", , , , , , , , , , , , , , , , , 
12249314,"15,948 sqft",Residential, , , , , , , , , , , , , , , , , 
12249758,"33,819 sqft", , , ,1974,Wood stove, , , , , , , , , , , , , 
12250878, , ,Residential only,Attached,"1940, Being converted", ,Residential (2),2 x 4 ½,"4 Rooms, 1 Bedroom, 1 Bath/powder room","$18,720",Basement 6 feet or +, , , , , , , , 
12251892,"17,623 sqft",Residential, , , , , , , , , , , , , , , , , 
12252237,"5,200 sqft", ,Residential only,Detached,1963, ,Residential (4),"1 x 2 ½,  1 x 3 ½,  1 x 4 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$36,180", ,"1,282 sqft", , , , , , , 
12255640,"45,908 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
12255701,"9,100 sqft", ,Residential only,Detached,1977, ,Residential (4),4 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$23,760", , ,Driveway (8), , , , , , 
12257105,"80,182 sqft",Residential, , , , , , , , , , , , , , , , , 
12257720, , ,Commercial only, ,1910, ,Commercial (1), , , , , , ,"4,577 sqft", , , , , 
12260242,"8,951 sqft",Residential, , , , , , , , , , , , , , , , , 
12260375,"6,650 sqft", ,Residential only,Detached,1950,Wood fireplace,Residential (3),"2 x 4 ½,  1 x 9 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$24,120",Basement 6 feet or +, ,Driveway (4), , , , , , 
12260416,"17,453 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
12265252,"332,000 sqft",Commercial, , , , , , , , , , , , , , , , , 
12266378,"5,000 sqft", ,Residential and commercial,Detached,1950, ,"Residential (1), Commercial (2)", ,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$38,628",Basement 6 feet or +, , ,"From 700 sqft to 2,747 sqft", , , ,1 x 4 ½, 
12268778,"7,888 sqft", ,Residential only,Detached,1895, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$12,960", ,"1,427 sqft",Driveway (4), , , , , , 
12268805,"64,818 sqft",Residential, , , , , , , , , , , , , , , , , 
12270612,"11,151 sqft", ,Commercial and office space, ,1995, ,Commercial (2), , , , ,"2,564 sqft", ,"From 609 sqft to 2,564 sqft",Other, , , , 
12272940,"16,473 sqft", ,Residential only,Detached,2013, ,Residential (2),"1 x 3 ½,  1 x 6 ½","6 Rooms, 2 Bedrooms, 1 Bath/powder room",$24, , , , , , , , , 
12273127,"4,500 sqft", ,Residential only,Detached,1962, ,Residential (3),"1 x 1 ½,  2 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$24,120",Basement 6 feet or +, , , , ,Inground, , , 
12273918,"32,550 sqft",Residential, , , , , , , , , , , , , , , , , 
12274002,"5,665,668 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
12276077,"45,811 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
12276115, , ,Residential only,Detached,1970, ,Residential (2),"1 x 3 ½,  1 x 6 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$22,200", , ,"Driveway (2), Garage (1)", , ,Inground, , , 
12276134, , ,Residential and commercial,Attached,1920, ,"Residential (3), Commercial (1)","1 x 4 ½,  2 x 6 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$8,956", , , ,500 sqft, , , , , 
12276199,"88,272 sqft",Residential, , , , , , , , , , , , , , , , , 
12276479,"70,524 sqft", ,Residential only,Detached,2014, ,Residential (4),"2 x 3 ½,  2 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$25,680", ,"2,250 sqft", , , , , , , 
12277793,"9,999 sqft", ,Residential only,Detached,1979, ,Residential (3),"2 x 3 ½,  1 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$18,000",Basement 6 feet or +, ,"Driveway (8), Garage (2)", , , , , , 
12278910,"55,821 sqft",Residential, , , , , , , , , , , , , , , , , 
12278942,"23,580 sqft",Residential, , , , , , , , , , , , , , , , , 
12281417,"43,080 sqft",Residential, , , , , , , , , , , , , , , , , 
12282520,"9,445 sqft",Residential, , , , , , , , , , , , , , , , , 
12284332,"821,275 sqft",Residential, , , , , , , , , , , , , , , , , 
12284982,"9,830 sqft",Residential, , , , , , , , , , , , , , , , , 
12285893,"6,225 sqft", ,Residential only,Detached,1960, ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$45,360", ,"1,696 sqft",Driveway (6), , , , , , 
12287240,"4,500 sqft", ,Residential only,Detached,1943, ,Residential (2),"1 x 4 ½,  1 x 9 ½","9 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$16,920",Basement 6 feet or +, ,"Driveway (3), Garage (1)", , , , , , 
12290310,"10,497 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
12291218, , , , , , , , , , , , , , ,Daycare centre, , , , 
12294099,"5,000 sqft", ,Residential only,Detached,1953, ,Residential (3),"1 x 4 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$17,700", ,1 sqft,Driveway (10), , , , , , 
12295043,"21,299 sqft", ,Commercial only, ,1991, ,Commercial (1), , , , , , ,"21,299 sqft",Service station, , , , 
12295765,"69,000 sqft",Residential, , , , , , , , , , , , , , , , , 
12296647,"7,798 sqft", ,Seniors' residence,Detached,1975, ,Residential (3),"1 x 4 ½,  1 x 5 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$52,800","Basement 6 feet or +, Adapted for reduced mobility","1,200 sqft","Driveway (5), Garage (2)", , , , , , 
12297256,"7,998 sqft", ,Commercial only, ,1978, ,Commercial (1), , , , , , ,"7,901 sqft", , , , , 
12297856,"2,722 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$9,120", , , , , , , , , 
12300612,"7,000 sqft", ,Residential only,Detached,1972, ,Residential (2),"1 x 4 ½,  1 x 5 ½","4 Rooms, 1 Bedroom, 1 Bath/powder room","$19,200",Basement 6 feet or +,"1,106 sqft","Carport (1), Driveway (4)", , , , , , 
12303892, , ,Commercial and residential, ,Unknown age, ,"Residential (1), Commercial (1)", , , , , , ,"1,100 sqft", , , , , 
12304785,"9,454 sqft", ,Commercial and office space,Detached,1919, ,Commercial (3), , ,"$52,800", , ,Driveway (8),"From 775 sqft to 2,775 sqft", , , , , 
12305028,"16,704 sqft", ,Commercial only, ,1966, ,Commercial (1), , , , , , ,"1,500 sqft",Ice cream shop, , , , 
12306107,"7,036 sqft", ,Residential only,Detached,"Unknown age, Century",Wood fireplace,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$17,520", ,"1,350 sqft",Driveway (4), , , , , , 
12310236,"32,298 sqft",Residential, , , , , , , , , , , , , , , , , 
12310860,"17,743 sqft",Residential, , , , , , , , , , , , , , , , , 
12313372,"4,617,360 sqft", , , ,1996,"Wood fireplace, Wood stove", , , , ,Basement 6 feet or +, ,Garage (2), , ,"Heated, Inground", , ,"2 Rooms, 1+0 Bedroom, 1+0 Bathroom/Powder room"
12313798,"32,314 sqft",Residential, , , , , , , , , , , , , , , , , 
12314462,"11,969 sqft",Residential, , , , , , , , , , , , , , , , , 
12314927,"12,325,580 sqft", , , ,2015,Wood stove, , , , , , ,"Driveway (8), Garage (3)", , , , , , 
12316792,"65,725 sqft", ,Commercial only, ,1974, ,Commercial (1), , , , , , ,"65,725 sqft",Other, , , , 
12317006,"3,850 sqft", ,Residential only,Semi-detached,1990,Wood fireplace,Residential (2),"1 x 5 ½,  1 x Other","11 Rooms, 4 Bedrooms, 3 Bath/powder rooms","$29,700",Basement 6 feet or +, ,"Driveway (2), Garage (2)", , , , , , 
12317788,"4,630 sqft", ,Residential only,Semi-detached,2010, ,Residential (3),"2 x 4 ½,  1 x 5 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$42,480", , , , , , , , , 
12318339,"130,883 sqft",Residential, , , , , , , , , , , , , , , , , 
12318431,"42,226 sqft",Residential, , , , , , , , , , , , , , , , , 
12318571,"21,060 sqft", ,Residential only,Detached,1967, ,Residential (36),36 x Other, ,"$311,304", , ,"Driveway (15), Garage (10)", , , , , , 
12321205,"2,775 sqft", ,Residential only,Semi-detached,1965, ,Residential (3),"1 x 3 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$28,200", , ,"Driveway (1), Garage (1)", , , , , , 
12322693,"7,007 sqft", ,Residential only,Detached,1948, ,Residential (5),"1 x 3 ½,  4 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$33,540",Basement 6 feet or +, , , , , , , , 
12323027,"32,292 sqft",Residential, , , , , , , , , , , , , , , , , 
12323462,"11,793 sqft",Residential, , , , , , , , , , , , , , , , , 
12324082,"202,125 sqft",Residential, , , , , , , , , , , , , , , , , 
12324836,"7,322 sqft", ,Residential only,Detached,2011,Wood fireplace,Residential (2),"1 x 3 ½,  1 x Other","11 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$25,320","Waterfront, Non-navigable body of water, Basement 6 feet or +", ,"Driveway (4), Garage (1)", , ,Above-ground, , , 
12325399,"9,300 sqft",Residential, , , , , , , , , , , , , , , , , 
12325691, , ,Industrial and offices, ,"To be built, New", ,Industrial (1), , , , ,"4,500 sqft", ,"4,500 sqft", , , , , 
12326380,"26,806 sqft",Residential, , , , , , , , , , , , , , , , , 
12326849,"7,685 sqft",Residential, , , , , , , , , , , , , , , , , 
12327501,"17,062 sqft",Residential, , , , , , , , , , , , , , , , , 
12328211,"45,908 sqft",Residential, , , , , , , , , , , , , , , , , 
12328472,"409,049 sqft", , , ,1975,Wood stove, , , , , , ,"Carport (2), Driveway (8), Garage (4)", , , , , , 
12330936,"22,500 sqft", ,Residential only,Detached,1967,Wood stove,Residential (2),"1 x 2 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$14,400", , ,"Driveway (6), Garage (2)", , ,Inground, , , 
12332169,"25,513 sqft",Resort, , , , , , , , , , , , , , , , , 
12333191,"10,254 sqft", ,Residential only,Detached,1964, ,Residential (3),"1 x 1 ½,  1 x 3 ½,  1 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$13,620",Basement 6 feet or +, , , , , , , , 
12334194,"4,698 sqft", ,Residential only,Detached,1949, ,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$13,800", , , , , , , , , 
12335461,"4,034 sqft", ,Residential only,Attached,1915, ,Residential (4),"1 x 3 ½,  1 x 5 ½,  2 x 7 ½","7 Rooms, 4 Bedrooms, 1 Bath/powder room","$51,900", ,"1,675 sqft",Driveway (2), , , , , , 
12335844, , ,Residential and commercial,Semi-detached,1964, ,"Residential (4), Commercial (1)",4 x 4 ½, ,"$50,000", ,"3,228 sqft", , , , , , , 
12342082,"51,306 sqft",Residential, , , , , , , , , , , , , , , , , 
12342160,"12,142 sqft", ,Residential only,Detached,1974,Wood fireplace,Residential (2),"1 x 3 ½,  1 x 8 ½","8 Rooms, 4 Bedrooms, 1 Bath/powder room","$16,560",Basement 6 feet or +,"1,161 sqft","Carport (1), Driveway (1), Garage (1)", , , , , , 
12342515,"85,212 sqft","Other, Residential", , , , , , , , , , , , , , , , , 
12343827, , , , , , , , , , , , , , ,"Restaurant, Fast food, Bar", , , , 
12345349,"15,507 sqft",Residential, , , , , , , , , , , , , , , , , 
12346233,"7,946,651 sqft","Agricultural, Residential, Resort", , , , , , , , , , , , , , , , , 
12346840,"6,781 sqft",Residential, , , , , , , , , , , , , , , , , 
12347797,"110,000 sqft",Resort, , , , , , , , , , , , , , , , , 
12353406,"8,170 sqft", ,Residential only,Detached,2017, ,Residential (5),"1 x 3 ½,  4 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$64,920", , ,"Driveway (7), Garage (3)", , , , , , 
12355130,"123,623 sqft",Residential, , , , , , , , , , , , , , , , , 
12355476,"7,295 sqft", ,Residential only,Detached,1990, ,Residential (4),"1 x 3 ½,  1 x 4 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$34,680", , ,Driveway (6), , , , , , 
12355936,"4,051,080 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
12356416,"69,890 sqft",Residential, , , , , , , , , , , , , , , , , 
12358672,"12,306 sqft", ,Commercial only, ,1983, ,Commercial (1), , , , ,"1,609 sqft", ,"1,609 sqft",Fast food, , , , 
12360994,"154,048 sqft",Residential, , , , , , , , , , , , , , , , , 
12361098,"2,074 sqft", ,Residential only,Attached,1969, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$8,412",Basement 6 feet or +, , , , , , , , 
12361563,"186,359 sqft",Industrial, , , , , , , , , , , , , , , , , 
12364302,"44,447 sqft",Residential, , , , , , , , , , , , , , , , , 
12364401,"435,600 sqft", , , ,2013,Wood fireplace, , , , , , ,"Driveway (6), Garage (2)", , , , , , 
12366032,"6,904 sqft",Residential, , , , , , , , , , , , , , , , , 
12368124, , , , , , , , , , , , , , ,"Dry-cleaning, Other", , , , 
12369455,"39,803 sqft",Residential, , , , , , , , , , , , , , , , , 
12369628,"129,763 sqft","Industrial, Residential", , , , , , , , , , , , , , , , , 
12370167,"4,980 sqft", ,Residential only,Semi-detached,1960, ,Residential (3),"1 x 2 ½,  1 x 6 ½,  1 x Other","12 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$43,560",Basement 6 feet or +, ,"Driveway (2), Garage (2)", , , , , , 
12370788,"81,105 sqft",Residential, , , , , , , , , , , , , , , , , 
12370815,"215,469 sqft", ,Commercial and residential, ,1993, ,Commercial (1), , , , , , ,"373,375 sqft",Bed and breakfast, , , , 
12374156,"4,275 sqft", ,Residential only,Detached,1950, ,Residential (2),"1 x 6 ½,  1 x 7 ½","7 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$5,400", ,"1,671 sqft",Garage (1), , , , , , 
12375578,"5,740 sqft", ,Commercial only, ,1954, ,Commercial (1), , , , ,549 sqft, ,549 sqft, , , , , 
12378631,"1,717,920 sqft", ,Commercial and residential, ,2004, ,Commercial (2), , , , ,"11,649 sqft", ,"From 4,536 sqft to 11,649 sqft", , , , , 
12378667,"503,395 sqft",Residential, , , , , , , , , , , , , , , , , 
12378726,"83,117 sqft",Residential, , , , , , , , , , , , , , , , , 
12380047,"4,812 sqft", ,Residential only,Semi-detached,1986,Wood fireplace,Residential (3),"1 x 3 ½,  1 x 5 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$33,000", , ,"Driveway (3), Garage (1)", , , , , , 
12381523,"35,782 sqft", ,Residential only,Semi-detached,1994,Wood fireplace,Residential (18),"15 x 5 ½,  3 x 6 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$182,760", , , , , , , , , 
12381676,"9,945 sqft", ,Residential only,Detached,1920, ,Residential (8),"4 x 4 ½,  4 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$37,080", , ,Driveway (8), , , , , , 
12381805,"83,417 sqft",Resort, , , , , , , , , , , , , , , , , 
12383377,"53,820 sqft",Resort, , , , , , , , , , , , , , , , , 
12383643,"9,900 sqft",Agricultural, , , , , , , , , , , , , , , , , 
12383790,"150,564 sqft",Residential, , , , , , , , , , , , , , , , , 
12384935, , , , , , , , , , , , , , ,Other, , , , 
12385992,"4,070 sqft", ,Residential only,Detached,1915, ,Residential (3),"2 x 3 ½,  1 x 4 ½","4 Rooms, 1 Bedroom, 1 Bath/powder room","$16,860", , ,"Driveway (3), Garage (1)", , , , , , 
12388236,"86,571 sqft",Residential, , , , , , , , , , , , , , , , , 
12388247,"47,426 sqft",Residential, , , , , , , , , , , , , , , , , 
12388580,"27,119 sqft",Residential, , , , , , , , , , , , , , , , , 
12390527,"5,338 sqft", ,Residential and commercial,Detached,1952, ,Residential (4),"2 x 1 ½,  1 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$25,850", ,"3,344 sqft", , , , , , , 
12390561,"23,217 sqft",Commercial, , , , , , , , , , , , , , , , , 
12391906,"8,422,735 sqft",Other, , , , , , , , , , , , , , , , , 
12392168, , ,Commercial only, ,1980, ,Commercial (1), , , , ,"10,201 sqft", ,"10,201 sqft",Restaurant, , , , 
12394516,"2,787,850 sqft",Resort, , , , , , , , , , , , , , , , , 
12394632,"21,883 sqft",Residential, , , , , , , , , , , , , , , , , 
12396053,"56,628 sqft",Residential, , , , , , , , , , , , , , , , , 
12397032,"7,202 sqft",Residential, , , , , , , , , , , , , , , , , 
12401659,"4,350 sqft", ,Residential only,Semi-detached,1957, ,Residential (4),"1 x 3 ½,  2 x 4 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$39,420",Basement 6 feet or +,"1,366 sqft","Driveway (3), Garage (1)", , , , , , 
12404679,"37,737 sqft",Residential, , , , , , , , , , , , , , , , , 
12407316,"5,326 sqft",Residential, , , , , , , , , , , , , , , , , 
12408306,"6,197,825 sqft", , , ,Unknown age, , , , , , , ,Driveway (45), , , , , , 
12411109,"109,597 sqft",Residential, , , , , , , , , , , , , , , , , 
12411186,"7,201 sqft", ,Residential only,Detached,1960, ,Residential (15),15 x 3 ½, ,"$125,220",Basement 6 feet or +,"2,695 sqft",Driveway (7), , , , , , 
12413770,"53,820 sqft", , , ,1981,Fireplace - Other, , , , ,Basement 6 feet or +, ,"Driveway (20), Garage (2)", , , , , , 
12413993,"21,405 sqft", ,Commercial and office space, ,1962, ,Office (1), , , , ,"1,020 sqft", ,"1,020 sqft", , , , , 
12414797,"16,608 sqft", ,Commercial and residential, ,1968, ,Office (1), , , , ,"1,682 sqft", ,"1,682 sqft",Other, , , , 
12415970,"15,390 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
12416520,"11,729 sqft", ,Residential and commercial,Detached,Unknown age, ,"Residential (4), Commercial (2)","1 x 2 ½,  1 x 3 ½,  2 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$37,980",Adapted for reduced mobility,"2,684 sqft",Garage (1),"From 1,100 sqft to 3,330 sqft", , , , , 
12416765,"6,045,017 sqft", , , ,1971,Wood stove, , , , ,Basement 6 feet or +, ,"Carport (3), Driveway (13), Garage (2)", , , , , , 
12417411,"40,000 sqft",Residential, , , , , , , , , , , , , , , , , 
12422517,"32,699 sqft",Residential, , , , , , , , , , , , , , , , , 
12422708,"5,000 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$10,680", , ,Driveway (2), , , , , , 
12422934,"114,731 sqft",Residential, , , , , , , , , , , , , , , , , 
12424087,"137,679 sqft",Commercial, , , , , , , , , , , , , , , , , 
12424626,"40,540 sqft",Residential, , , , , , , , , , , , , , , , , 
12425375,"14,090 sqft", ,Commercial and industrial, ,1984, ,Commercial (1), , , , ,"4,779 sqft", ,"4,500 sqft",Caterer, , , , 
12427113,"3,634,619 sqft", , , ,2005,Wood fireplace, , , , ,"Waterfront, Basement 6 feet or +", ,"Driveway (6), Garage (1)", , ,Above-ground, , , 
12427285,"88,124 sqft",Resort, , , , , , , , , , , , , , , , , 
12428458,"134,859 sqft",Residential, , , , , , , , , , , , , , , , , 
12430719,"48,889 sqft","Commercial, Residential, Resort", , , , , , , , , , , , , , , , , 
12430973,"40,289 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
12434466,"9,906 sqft",Residential, , , , , , , , , , , , , , , , , 
12436322,"49,697 sqft",Residential, , , , , , , , , , , , , , , , , 
12437575,"19,472 sqft", ,Residential only,Detached,1900, ,Residential (4),"1 x 2 ½,  1 x 4 ½,  1 x 5 ½,  1 x 6 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$33,600",Basement 6 feet or +,"2,016 sqft",Driveway (8), , , , , , 
12437857,"8,590 sqft", ,Commercial and residential, ,1940, ,"Residential (1), Commercial (1)", , , , ,"2,583 sqft", ,580 sqft,Restaurant, , , , 
